,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
25409,WhatTheHellIsThatAccent,35,0,28,0,2,25,15,1,32,9,12,1,0,2,12,5,1,10,0,3,23,0,1,16,1,0,0,"['A Mighty Wind', 'Affliction', 'After Earth', 'Alice Through the Looking Glass', 'Annie', 'Avengers: Age of Ultron', 'Back to the Future Part III', 'Backyard Wedding', 'Battlefield Earth', 'Beverly Hills Cop', ""Bram Stoker's Dracula"", 'Bridge of Spies', 'City of the Dead', 'Cliffhanger', 'Cloud Atlas', 'Coffy', 'Daredevil', 'Downsizing', 'Dune', 'Elysium', 'Enter the Dragon', 'Far and Away', 'Fiend Without a Face', 'Future World', 'Get Over It', 'Graveyard Shift', 'Grizzly Man', 'Hellboy', 'Highlander', 'Hopscotch', ""Hornets' Nest"", 'Hot Tub Time Machine', 'Hot Tub Time Machine 2', 'If Footmen Tire You What Will Horses Do?', 'Iron Man 3', ""It's a Wonderful World"", 'King Arthur: Legend of the Sword', 'Kinky Boots', 'Laser Mission', 'Locke', 'Logan Lucky', 'Mary Poppins', 'Mary Poppins Returns', 'Maverick', 'Megaforce', ""Monty Python's Life of Brian"", 'Nell', 'No Country for Old Men', 'Obsession', 'Paris, Texas', ""Pirates of the Caribbean: Dead Man's Chest"", 'Prometheus', 'Queen of the Damned', 'Rainbow', 'Reptilicus', 'Robot Holocaust', ""Rock 'n' Roll Nightmare"", 'Rounders', 'Samurai Cop', 'Sheena: Queen of the Jungle', 'Short Circuit', 'Snatch', 'Some Like It Hot', 'That Cold Day in the Park', 'The Dark Knight Rises', 'The Disaster Artist', 'The Jackal', 'The Killer Shrews', 'The Last Gangster', 'The Last Mimzy', 'The Maltese Falcon', 'The NeverEnding Story', 'The Princess Bride', 'The Producers', 'The Room', 'The Vanishing', 'The Wild World of Batwoman', 'Ticker', ""Tough Guys Don't Dance"", 'Troll 2', 'United Passions', ""Vampire's Kiss"", 'Venom', 'Watchmen', 'Werewolf', 'Westworld', 'Willy Wonka & the Chocolate Factory', 'Witness for the Prosecution', 'Wonder Woman', 'X-Men: Apocalypse', 'X-Men: First Class', 'You Only Live Twice']",92
25410,WhatTheRomansHaveDoneForUs,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Mom and Dad Save the World'],1
25411,WhatWeNowKnowToBeTrue,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,"['Queen of Outer Space', 'Sleeper', 'Star Trek IV: The Voyage Home', 'The Manchurian Candidate']",4
25412,WhatWereTheySellingAgain,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Head', 'Once Upon a Honeymoon']",2
25413,WhatWereYouThinking,1,0,3,0,0,5,2,0,6,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,"['Ant-Man and the Wasp', 'Cool Hand Luke', 'I Shot Jesse James', 'Oh, God!', 'Speech & Debate', 'The Four Feathers', 'The Goonies', 'The House of Yes', 'The Score']",9
25414,WhatWouldXDo,3,0,3,0,0,4,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"['Easter Bunny, Kill! Kill!', 'Mental', 'Scary Movie', 'Silence', 'Star Trek Into Darkness', 'Teenage Mutant Ninja Turtles: Out of the Shadows', 'The Last Boy Scout']",7
25415,WhatYearIsIt,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Edge of Tomorrow', 'Men in Black 3']",2
25416,WhatYearIsThis,8,0,11,0,0,10,1,0,5,2,3,0,0,0,3,0,0,4,0,1,12,0,0,1,0,0,0,"['Captain America: The First Avenger', 'Contact', 'Dark Shadows', 'Deadpool 2', 'Demolition Man', ""Look Who's Back"", 'Flight of the Navigator', 'Hot Tub Time Machine', 'Hot Tub Time Machine 2', 'House II: The Second Story', 'Idiocracy', 'Jumanji', 'Jumanji: Welcome to the Jungle', 'Star Trek', 'Star Trek: First Contact', 'Star Trek IV: The Voyage Home', 'Terminator Genisys', 'The Philadelphia Experiment', 'The Terminator', 'Twelve Monkeys', 'Twin Peaks: Fire Walk with Me']",21
25417,WhatYouAreInTheDark,43,0,31,0,6,28,28,0,52,9,13,2,0,6,14,1,2,11,0,10,28,0,2,21,9,3,0,"['About Time', 'Amazing Grace', 'Anatomy of a Murder', 'Angels with Dirty Faces', 'Animal House', 'Army of Shadows', 'Avengers: Age of Ultron', 'Avengers: Endgame', 'Beyond a Reasonable Doubt', 'Big Deal on Madonna Street', 'Black Panther', 'Bright', 'Casablanca', 'Chappaquiddick', 'Chatroom', 'Clerks', 'Constantine', 'Crouching Tiger, Hidden Dragon', 'Cut Bank', 'Cypher', 'Daredevil', 'District 9', 'Donnie Darko', 'Doom', 'Ever After: A Cinderella Story', 'Fury', 'Game Night', 'Gangs of New York', 'Hardcore Henry', 'Harry Potter and the Goblet of Fire', 'Heathers', 'Herbie Fully Loaded', 'Herbie Goes Bananas', 'Herbie Goes to Monte Carlo', 'Herbie Rides Again', 'Hollow Man', 'How I Unleashed World War II', ""In Harm's Way"", 'Iron Man 2', ""It's a Wonderful Life"", 'Jeepers Creepers 2', 'Knock Knock', 'Les saignantes', 'Lethal Weapon', 'Little Shop of Horrors', 'Lockout', 'Lord of War', 'Mayhem', 'Memento', 'Men with Brooms', 'Mrs. Miniver', 'Murder on the Orient Express', 'Murder on the Orient Express', 'Near Dark', 'Nothing to Lose', 'Outland', 'Pitch Black', 'Popstar: Never Stop Never Stopping', 'Predators', 'Pulp Fiction', 'Quiz Show', 'Return to Oz', 'Reversal of Fortune', 'Riddick', 'RoboCop', 'Sauna', 'Saving Private Ryan', 'Self/less', 'Serenity', 'Silence', 'Skyfall', 'Sleeping Dogs', 'Solo', 'Source Code', 'Spider-Man: Homecoming', 'Stalker', 'Suicide Squad', 'Surrogates', 'The Adventures of Robin Hood', 'The Ballad of Buster Scruggs', 'The Big Country', 'The Collector', 'The Cottage', 'The Crying Game', 'The Defiant Ones', 'The Fisher King', 'The Front', 'The Hard Way', 'The Hateful Eight', ""The Hitman's Bodyguard"", 'The Hobbit: An Unexpected Journey', 'The Learning Tree', 'The Legend of Bagger Vance', 'The Love Bug', 'The Magnificent Seven', 'The Man from U.N.C.L.E.', 'The Martian', 'The Pilgrim', 'The Promise', 'The Purge', 'The Purge: Anarchy', 'The Seven Year Itch', 'The Shawshank Redemption', 'The Social Network', 'The Sound of Music', 'The Theory of Everything', 'The Thin Red Line', 'The Treasure of the Sierra Madre', 'The Untouchables', 'The Void', 'These Final Hours', 'Thirty Seconds Over Tokyo', 'Thor: Ragnarok', 'Throw Momma from the Train', 'Titanic', 'Transformers: Age of Extinction', 'Underworld', 'Unfriended', 'Wanted', 'X-Men: Days of Future Past']",120
25418,WhatanIdiot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Me, Myself & Irene']",1
25419,WhateverHappenedToTheMouse,7,0,6,0,1,14,5,0,15,3,0,0,0,2,2,0,1,2,0,2,2,0,0,1,1,0,0,"['Alien Nation', 'Battleship', ""Breakin' 2: Electric Boogaloo"", 'Carry On Camping', 'Dr. Strangelove', 'Explorers', 'Funeral Parade of Roses', 'Kidnap', 'Me and Earl and the Dying Girl', 'Mister Lonely', 'Mr. Magoo', ""Muriel's Wedding"", 'Oculus', 'Operation Thunderbolt', ""Perrier's Bounty"", 'Phantom of the Megaplex', 'Pharaoh', 'Possessed', 'Terror of Mechagodzilla', 'The Fencer', 'The Flying Deuces', 'The Ice Pirates', 'The King of Comedy', 'The Ten Commandments', 'Twin Peaks: Fire Walk with Me', 'Twins']",26
25420,Whateversaurus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['A Sound of Thunder'],1
25421,WhatsAHenway,1,0,2,0,0,4,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,"[""A Hard Day's Night"", 'Airplane!', 'Carry On', 'DeepStar Six', 'Spies Like Us', 'The Muppet Movie']",6
25422,WhatsAnXLikeYouDoingInAYLikeThis,2,0,3,0,0,4,1,0,3,0,1,0,0,0,0,2,1,1,0,2,2,0,0,1,1,0,0,"[""A Hard Day's Night"", 'Casablanca', 'Dr. Goldfoot and the Bikini Machine', 'Flashdance', 'Following', 'George of the Jungle', 'Homeward Bound: The Incredible Journey', 'Rocketship X-M', 'The Mummy']",9
25423,WhatsHeGotThatIAintGot,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Casper'],1
25424,WhatsInItForMe,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[""Charlotte's Web"", 'Dazed and Confused', 'Kiss Me Deadly']",3
25425,WhatsUpKingDude,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['Gabriel Over the White House', 'Pixels']",2
25426,WheelChairAntics,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Avatar', 'Silent Movie']",2
25427,WheelOFeet,1,0,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Kung Fu Hustle', 'The Adventures of Baron Munchausen', 'The Mask']",3
25428,WheelOfDecisions,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Mad Max Beyond Thunderdome'],1
25429,WheelOfPain,2,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Captain Blood', 'Conan the Barbarian', ""Pirates of the Caribbean: Dead Man's Chest"", 'White Zombie']",4
25430,WheelchairAntics,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Flodder'],1
25431,WheelchairWoobie,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,"['A Very Long Engagement', 'Gattaca', 'Mister Frost']",3
25432,WhenAllYouHaveIsAHammer,18,0,8,0,1,8,6,0,7,0,3,0,0,0,3,0,1,4,0,2,8,0,1,4,0,0,0,"['Arrival', 'Back to School', 'Brick Mansions', 'Bunraku', 'Captain Marvel', 'Captain Marvel', 'Dredd', 'G.I. Joe: The Rise of Cobra', 'Hobo with a Shotgun', 'Iron Man 2', 'John Wick', 'Legally Blonde', 'Machete', 'Mr. Holmes', 'Oldboy', 'Police Academy', ""Shoot 'Em Up"", 'Speed Racer', 'Suburbia', 'The Brady Bunch Movie', 'The Brides of Dracula', 'The Fourth Kind', 'The Mummy', 'The Wizard of Speed and Time', 'Thor', 'Undisputed 3: Redemption', 'V for Vendetta', 'World War Z']",28
25433,WhenDimensionsCollide,3,0,4,0,0,5,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Doctor Strange', 'Jumanji', 'Jumanji: Welcome to the Jungle', 'Last Action Hero', 'Pleasantville', 'Troll']",6
25434,WhenEldersAttack,4,0,2,0,0,8,1,0,3,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,"['A Trip to the Moon', 'Attack of the Moon Zombies', 'Every Which Way but Loose', 'Get Smart', 'Happy Gilmore', 'Madea Goes to Jail', 'Mom and Dad', 'Surf Nazis Must Die', 'The Kid']",9
25435,WhenHarryMetSvetlana,5,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,"['From Russia with Love', 'Ninotchka', 'Red Sparrow', 'The Man from U.N.C.L.E.', 'The Spy Who Loved Me', 'Tomorrow Never Dies']",6
25436,WhenHeSmiles,1,0,2,0,1,3,2,0,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,"['About Alex', 'Death Note: L Change the World', 'Lincoln', 'Man of Steel', 'Napoleon Dynamite', ""She's Dating the Gangster"", 'Sky High', 'The Silence of the Lambs', 'The Wild One']",9
25437,WhenIWasYourAge,1,0,0,0,0,4,1,0,5,0,0,0,0,0,2,0,1,1,0,3,1,0,1,1,1,0,0,"['Big Bad Wolves', 'Gutterballs', ""I Don't Want to Be a Man"", ""L'Avventura"", 'My Big Fat Greek Wedding', 'Pixels', 'The Life and Death of Colonel Blimp', 'West Side Story']",8
25438,WhenImGoneSong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,['Pitch Perfect'],1
25439,WhenItAllBegan,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"['Prometheus', 'Radio Flyer', 'Santa Claus: The Movie']",3
25440,WhenItRainsItPours,1,0,2,0,0,0,2,0,6,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,"['Bride of the Monster', 'Hard Rain', 'Killing Them Softly', 'Letter Never Sent', 'Purgatory', 'Red Dust', 'Seven Samurai', 'Sunrise', 'The Blot']",9
25441,WhenLifeGivesYouLemons,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"['Dinner for Schmucks', 'Forgetting Sarah Marshall', 'Hobo with a Shotgun']",3
25442,WhenPropsAttack,0,0,1,0,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,"['Bride of the Monster', 'Ed Wood', 'Monty Python and the Holy Grail', ""Singin' in the Rain""]",4
25443,WhenSheSmiles,5,0,6,0,0,11,4,0,22,3,2,0,0,1,2,1,0,2,0,7,3,1,0,4,3,0,0,"['A Christmas Carol', 'A Royal Night Out', ""Lemony Snicket's A Series of Unfortunate Events"", 'Another Time, Another Place', 'Baby Doll', 'Black Narcissus', 'GoldenEye', 'L.A. Confidential', 'Legends of the Fall', ""Muriel's Wedding"", 'Pollyanna', 'Red Beard', 'School of Rock', 'Scott Pilgrim vs. the World', 'Seeking a Friend for the End of the World', 'Shin Godzilla', 'Sleepaway Camp', 'Slumdog Millionaire', 'Stan Helsing', 'Star Trek Beyond', 'Starship Troopers 3: Marauder', 'Stop-Loss', 'The Artist', 'The Butterfly Effect', 'The Yellow Handkerchief', 'Three Billboards Outside Ebbing, Missouri', 'Titus', 'Validation', 'Widows', 'Wind River', 'Withnail & I']",31
25444,WhenTheClockStrikesTwelve,15,0,11,2,1,25,5,0,7,13,15,0,0,0,10,2,2,2,0,6,4,0,0,6,1,1,0,"['A Cinderella Story', 'Another Cinderella Story', 'Batman', 'Batman & Robin', 'Be with You', 'Blazing Saddles', 'Casper', 'Cinderella', 'Cinderella', 'Dead in Tombstone', 'Duck Soup', 'Ella Enchanted', 'Enchanted', 'End of Days', 'Freaky Friday', 'Gremlins', 'Groundhog Day', 'King of the Zombies', 'Labyrinth', 'Live and Let Die', 'Mary Poppins Returns', 'Men in Black II', 'Midnight', 'Murder by Death', 'Night of the Ghouls', 'One Touch of Venus', 'Outland', 'Repeaters', 'Run Lola Run', 'Sherlock Holmes', 'Alex Rider: Operation Stormbreaker', 'The Awful Truth', 'The Fog', 'The Ghost and Mr. Chicken', 'The House That Dripped Blood', 'The Imitation Game', 'The Matrix Reloaded', 'The Matrix Revolutions', 'The Muppets', 'The Phantom Carriage', 'The Scarlet Pimpernel', 'The Visitation', ""Three O'Clock High"", 'Top Secret!', 'Uncle Sam', 'Van Helsing', 'Who Framed Roger Rabbit', 'You Only Live Twice', 'Young Frankenstein']",49
25445,WhenThePlanetsAlign,3,0,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"['Halloween III: Season of the Witch', 'Highlander: The Source', 'Lara Croft: Tomb Raider', 'The Dark Crystal', 'Thor: The Dark World']",5
25446,WhenThingsSpinScienceHappens,12,0,13,0,0,4,0,0,2,1,5,0,0,0,2,0,0,2,0,1,9,0,0,2,0,0,0,"['Ant-Man and the Wasp', 'Batman Forever', 'Contact', 'Dark City', 'Earth vs. the Flying Saucers', 'Event Horizon', 'G.I. Joe: The Rise of Cobra', 'Galaxy Quest', 'Innerspace', 'Lara Croft: Tomb Raider', 'Safety Not Guaranteed', 'Spider-Man 2', 'Star Trek', 'The Amazing Spider-Man', 'The Dark Crystal', 'The Darkest Hour', 'Thor', 'Thor: The Dark World']",18
25447,WhenTreesAttack,5,0,9,1,0,4,0,0,8,4,9,0,0,0,8,0,0,4,0,1,2,0,0,5,0,0,0,"['Along with the Gods: The Two Worlds', 'Beauty and the Beast', 'Big Fish', 'Cthulhu', 'Ernest Scared Stupid', 'Goosebumps', 'Jack the Giant Slayer', 'Maleficent', 'Man-Thing', 'Frosty', 'Poltergeist', 'Press Start', 'Slender Man', 'Snow White and the Huntsman', 'The Cabin in the Woods', 'The Evil Dead', 'The Fountain', 'The Guardian', 'The Happening', 'The Last Witch Hunter', 'The Lord of the Rings', 'The Lord of the Rings: The Two Towers', 'The Woods']",23
25448,WhenYouComingHomeDad,10,0,11,2,4,24,3,2,23,14,6,0,0,0,4,1,2,4,0,1,2,1,1,2,0,0,0,"['A Nightmare on Elm Street', 'Bringing Down the House', 'Casper: A Spirited Beginning', 'Chef', 'Christopher Robin', 'Click', 'Clockstoppers', 'Crocodile', 'Daddy Day Care', 'Donnie Brasco', 'Flight Crew', 'Golden Winter', 'Hellraiser: Inferno', 'Hook', 'Horsemen', 'I Am Sam', 'Indiana Jones and the Last Crusade', 'Ink', 'Into the Storm', 'Jingle All the Way', 'Lantana', 'Liar Liar', 'Life Size', 'Little Giants', 'Marmaduke', 'Mary Poppins', 'Mental', ""Mr. Holland's Opus"", ""Mr. Popper's Penguins"", ""New Year's Evil"", 'North', 'Parallels', 'Parenthood', 'Rainbow', 'Santa Claus', 'Self/less', 'Sunday School Musical', 'Thank You for Playing', 'The Baby-Sitters Club', 'The Descendants', 'The Greatest Showman', ""The Schoolgirl's Diary"", 'Tiger Cruise', 'Train to Busan', 'Wolf Summer', 'Viva Knievel!', 'Why Did I Get Married?']",47
25449,WhenYouSnatchThePebble,8,0,6,0,1,3,2,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,"['Balls of Fury', 'Bloodsport', 'Tenacious D in The Pick of Destiny', 'The Count of Monte Cristo', 'The Dark Knight Rises', 'The Golden Child', 'The Karate Kid', 'The Magnificent Seven', 'The Magnificent Seven', 'Third Man on the Mountain', 'Wanted']",11
25450,WhereAreTheyNow,4,0,3,0,6,11,2,2,14,3,1,0,0,1,0,1,0,1,0,2,1,1,0,2,0,0,0,"['American Graffiti', 'Barbershop', 'Bedtime Stories', 'Behind Enemy Lines', 'Detective Heart of America: The Final Freedom', 'Fat Head', 'Flash of Genius', 'Illusive Tracks', 'Julie & Julia', 'Mallrats', 'Nine Eleven', 'Pain & Gain', 'Picnic at Hanging Rock', 'Sky High', 'Soul Surfer', 'Thank You for Smoking', 'The Crossing', 'The Magdalene Sisters', 'The Martian', 'The Perfect Score', 'The Pianist', 'The Players Club', 'Tombstone']",23
25451,WhereAreTheyNowEpilogue,29,0,19,1,73,104,48,18,142,8,7,1,0,35,6,12,2,6,0,29,4,3,14,14,10,3,0,"['A Dangerous Method', 'A Fish Called Wanda', 'A League of Their Own', 'A Mighty Wind', 'A Simple Favor', 'A United Kingdom', 'Abacus: Small Enough to Jail', 'Adrift', 'Ah Boys to Men', 'Air America', 'Airheads', 'Alan Partridge', 'Alice Through the Looking Glass', 'All I Wanna Do', 'Alpha Dog', 'American Animals', 'American Dreamz', 'American Graffiti', 'An Adventure in Space and Time', 'An American Crime', 'Anchorman: The Legend of Ron Burgundy', 'And the Band Played On', 'Animal House', 'Anvil: The Story of Anvil', 'Argo', 'As One', 'Attack the Gas Station!', 'Austenland', 'Bad Education', 'Beautiful Boy', 'Being John Malkovich', 'Bend It Like Beckham', 'Beyond the Mat', 'Big Eyes', 'Biloxi Blues', 'Black Mass', 'Bottle Shock', 'Boy Erased', 'Bridge of Spies', 'Bully', 'Burke and Hare', 'Canadian Bacon', ""Can't Hardly Wait"", 'Cantinflas', 'Captain America: The Winter Soldier', 'Card Subject to Change', 'Changeling', 'Chariots of Fire', 'Chasing Mavericks', 'Cinderella Man', 'Climax', 'Cocaine Cowboys', 'Conspiracy', 'Cooley High', 'Dasepo Naughty Girls', 'Dave', 'Dead Man on Campus', 'Deepwater Horizon', 'Delta Farce', 'Of Gods and Men', 'Detective Heart of America: The Final Freedom', 'Deuce Bigalow: European Gigolo', 'Dick', 'Dickie Roberts: Former Child Star', 'Dinner for Schmucks', 'Doctor Detroit', 'Dog Day Afternoon', 'Downfall', 'Dragnet', 'Drop Dead Gorgeous', 'Dumbo', 'Ed Wood', 'The Clan', 'Election', 'Emperor', 'Enchanted', 'Escape from Sobibor', 'Exit Through the Gift Shop', 'Fake Fruit Factory', 'Fast Times at Ridgemont High', 'Fighting with My Family', 'Fire in the Sky', 'Flyboys', 'Forty-Two', 'Four Weddings and a Funeral', 'Freedom on My Mind', 'Friday Night Lights', 'Frost/Nixon', 'Gangster Squad', 'Gettysburg', ""God's Army"", 'Goodfellas', 'Green Book', 'Hacksaw Ridge', 'Hands of Stone', 'Hidden Figures', 'Hoop Dreams', 'Hurricane Bianca', 'I, Tonya', 'If a Tree Falls: A Story of the Earth Liberation Front', 'In the Name of the Father', 'Knights of Badassdom', 'Kon-Tiki', 'La La Land', 'Lacombe, Lucien', 'Last Days in Vietnam', 'Legally Blonde', 'Let Him Have It', 'Life', 'Lion', 'Little Nicky', 'Lords of Dogtown', 'Love Actually', 'Loving', 'Madhouse', 'Magic Beyond Words: The J.K. Rowling Story', 'Maid in Manhattan', 'Mallrats', 'Man on Fire', 'Marci X', 'McFarland, USA', 'Meet the Feebles', 'Middle Men', 'Mighty Aphrodite', 'Milk', 'Million Dollar Arm', 'Mobsters', 'Moving Violations', 'Music and Lyrics', 'My Week with Marilyn', 'Neighbors', 'Nerve', '9 to 5', 'No God, No Master', ""Ocean's Eight"", 'October Sky', 'Office Romance', 'One Survivor Remembers', 'Pain & Gain', 'Patriots Day', 'Pawn Sacrifice', 'Pet', 'Philomena', 'Pineapple Express', 'Pootie Tang', 'Pride', 'Project X', 'Treasure of the Yankee Zephyr', 'Raising Arizona', 'Remember the Titans', 'Salvation Boulevard', ""Schindler's List"", 'Scouts Guide to the Zombie Apocalypse', 'Searching for Sugar Man', 'Shattered Glass', 'Shriek If You Know What I Did Last Friday the Thirteenth', 'Sky High', 'Sleepers', 'Snowden', 'Special When Lit', 'Spotlight', 'Stand by Me', 'Straight Outta Compton', 'Stripes', 'Sugar & Spice', 'Sunny', 'Super Troopers', 'Support Your Local Sheriff!', 'Ted', 'Ted 2', 'That Thing You Do!', 'The African Doctor', 'The Big Short', 'The Big Year', 'The Castle', ""The Cat's Meow"", 'The Commitments', 'The Conspirator', 'The Death of Stalin', ""The Devil's Double"", 'The Football Factory', 'The Founder', 'The French Connection', 'The Front Page', 'The Goods: Live Hard, Sell Hard', 'The Grey Zone', 'The Hindenburg', 'The Imitation Game', 'The Informant!', 'The Insider', 'The Invisible War', 'The King of Kong: A Fistful of Quarters', ""The King's Choice"", ""The King's Speech"", 'The Last Metro', 'The Leopard', 'The Magdalene Sisters', 'The Martian', 'The Other Boleyn Girl', 'The Other Side of Heaven', 'The Other Side of the Wind', 'The Other Woman', 'The Pelican Brief', 'The People vs. Larry Flynt', ""The President's Last Bang"", 'The Runaways', 'The Sandlot', 'The Sapphires', 'The Scarlet Letter', 'The Singles Ward', 'The Sitter', 'The Social Network', 'The Theory of Everything', 'The Toolbox Murders', 'The Town That Dreaded Sundown', 'The Valachi Papers', 'The Weather Underground', ""The World's End"", 'Three Kings', 'Thunderpants', 'Tombstone', 'Trouble the Water', 'Unforgiven', 'Unstoppable', 'Waiting for Guffman', 'War', 'What About Bob?', 'While the City Sleeps', 'Wild', 'Wonderland', 'Young Bess', 'Young Doctors in Love', 'Young Guns II', 'Z', 'Zodiac']",235
25452,WhereDaWhiteWomenAt,12,1,5,0,6,26,16,0,42,0,4,0,0,5,2,1,1,6,0,10,1,0,0,3,4,3,0,"['A Million Ways to Die in the West', 'A Patch of Blue', 'A Sailor-Made Man', 'ATL', 'A United Kingdom', 'Alien Abduction: Incident in Lake County', 'American History X', 'Beauty Shop', 'Beowulf', 'BlacKkKlansman', 'Blazing Saddles', 'Boss Nigger', 'Bringing Down the House', 'Congo', 'Cruel Intentions', ""Daddy's Little Girls"", 'Detroit', ""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"", 'Dragged Across Concrete', 'Full Metal Jacket', 'Get Out', ""Guess Who's Coming to Dinner"", 'Hairspray', 'Hancock', 'Hidden Figures', 'Hitch', 'The Intouchables', 'Jackie Brown', 'Joy', 'Jungle Fever', 'Kangaroo Jack', 'Kick-Ass', 'Life', 'Live and Let Die', 'Malcolm X', 'Men in Black', 'Mudbound', 'Murder on the Orient Express', 'No Good Deed', 'Nymphomaniac', 'Pain & Gain', 'Piccadilly', 'Pretty Baby', 'Rapture-Palooza', 'Save the Last Dance', 'Scary Movie', 'Shadowboxer', 'Shock Corridor', 'Showgirls', 'Southside with You', 'Sweet Movie', 'Taxi Driver', 'The Birth of a Nation', 'The Deal', 'The Guy from Harlem', 'The Hot Chick', 'The Last Seduction', 'The Marriage of Maria Braun', 'The Royal Tenenbaums', 'Thirteen', 'To Kill a Mockingbird', 'To Sir, with Love', 'Two Women', 'Undercover Brother', 'Watermelon Man', 'White Chicks']",66
25453,WhereDidWeGoWrong,1,0,0,0,0,4,1,0,7,0,0,0,0,0,0,0,0,2,0,4,1,0,0,2,0,1,0,"['According to Greta', 'Breaking Away', 'Ghost in the Shell', 'Harold and Maude', 'Make Way for Tomorrow', 'Parenthood', 'Taking Lives', 'The Sons of Katie Elder', 'We Need to Talk About Kevin']",9
25454,WhereDoYouThinkYouAre,3,0,4,0,0,4,4,0,4,1,1,0,0,0,1,0,0,2,0,1,0,1,1,3,0,0,0,"['Far and Away', 'Mulholland Falls', 'Poolhall Junkies', 'Santa Claus: The Movie', 'Shanghai Noon', 'Skyfall', 'The Big Lebowski', 'The German', 'The Parole Officer', 'The Untouchables', 'The Wicker Man']",11
25455,WhereDoesHeGetAllThoseWonderfulToys,21,0,10,0,0,8,8,0,4,0,4,0,0,0,1,0,0,0,0,2,2,0,0,2,0,1,0,"['Batman', 'Batman Returns', 'Batman v Superman: Dawn of Justice', 'Blankman', 'Condorman', 'Constantine', 'Danger: Diabolik', 'Death Wish 3', 'Death Wish 4: The Crackdown', 'From Russia with Love', 'Hitman', 'Kick-Ass', 'Mallrats', 'Skyfall', 'Teenage Mutant Ninja Turtles', 'The Amazing Spider-Man', 'The Dark Knight', 'The Green Hornet', 'The Magnificent Seven', 'The Specials', 'The Three Musketeers', 'X-Men: First Class']",22
25456,WhereDoesSheGetAllThoseWonderfulToys,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['The Blues Brothers'],1
